r rdf
1.419843750000000071e+01 1.531304447400482112e-02
1.422281249999999986e+01 1.719765116858831822e-02
1.424718750000000078e+01 1.716822832655480122e-02
1.427156249999999993e+01 1.142593732635500785e-02
1.429593750000000085e+01 2.471398748495343134e-02
1.432031250000000000e+01 1.897840086405916740e-02
1.434468750000000092e+01 2.084076730399020416e-02
1.436906250000000007e+01 2.837101910339633395e-02
1.439343750000000099e+01 1.888198223138824738e-02
1.441781250000000014e+01 1.885006002981362908e-02
1.444218750000000107e+01 2.446371925725770308e-02
1.446656250000000021e+01 2.254384601375183234e-02
1.449093750000000114e+01 1.687944399810140106e-02
1.451531250000000028e+01 2.246813200530933807e-02
1.453968750000000121e+01 7.476821798916856096e-03
1.456406250000000036e+01 2.425900194129738605e-02
1.458843750000000128e+01 1.490367319316258411e-02
1.461281250000000043e+01 2.417807115917463071e-02
1.463718750000000135e+01 2.413780792660314561e-02
1.466156250000000050e+01 7.414670329266673764e-03
1.468593749999999964e+01 2.405768242311235108e-02
1.471031250000000057e+01 1.478019619901873791e-02
1.473468749999999972e+01 1.106680943685832419e-02
1.475906250000000064e+01 2.393848663901764623e-02
1.478343749999999979e+01 2.206063084775220645e-02
1.480781250000000071e+01 1.468287803474536274e-02
1.483218749999999986e+01 9.161717754835464744e-03
1.485656250000000078e+01 1.829337244894956027e-02
1.488093749999999993e+01 9.131703937456806322e-03
1.490531250000000085e+01 7.293416521756178675e-03
1.492968750000000000e+01 9.101886128681435303e-03
1.495406250000000092e+01 1.453928020555469991e-02
1.497843750000000007e+01 7.257809931739469915e-03
1.500281250000000099e+01 1.086902730232470332e-02
1.502718750000000014e+01 5.425698543861196162e-03
1.505156250000000107e+01 5.416911987514864101e-03
1.507593750000000021e+01 5.408153843638525103e-03
1.510031250000000114e+01 1.439846393237741162e-02
1.512468750000000028e+01 1.796907414606729956e-03
1.514906250000000121e+01 0.000000000000000000e+00
1.517343750000000036e+01 1.074680530856362594e-02
1.519781250000000128e+01 8.941307544213921224e-03
1.522218750000000043e+01 5.356193998863775958e-03
1.524656250000000135e+01 5.347630938913553594e-03
1.527093750000000050e+01 5.339095215148327404e-03
1.529531249999999964e+01 1.954548455521630881e-02
1.531968750000000057e+01 7.096140338987914908e-03
1.534406249999999972e+01 1.239851843581307733e-02
1.536843750000000064e+01 8.842038467592988615e-03
1.539281249999999979e+01 8.828036823147077453e-03
1.541718750000000071e+01 7.051263562140558383e-03
1.544156249999999986e+01 1.232023260512128335e-02
1.546593750000000078e+01 7.029037357058950247e-03
1.549031249999999993e+01 3.508988358028248752e-03
1.551468750000000085e+01 1.401390165924243196e-02
1.553906250000000000e+01 6.995959534202202817e-03
1.556343750000000092e+01 5.238752000454859406e-03
1.558781250000000007e+01 3.487040033662161878e-03
1.561218750000000099e+01 5.222393680390988863e-03
1.563656250000000014e+01 6.952337027363840634e-03
1.566093750000000107e+01 1.735379067336149462e-03
1.568531250000000021e+01 5.198046856706182127e-03
1.570968750000000114e+01 1.729993872402600446e-03
1.573406250000000028e+01 3.454627577888385193e-03
1.575843750000000121e+01 0.000000000000000000e+00
1.578281250000000036e+01 5.165935370332707180e-03
1.580718750000000128e+01 8.596615657389944723e-03
1.583156250000000043e+01 3.433351965399464214e-03
1.585593750000000135e+01 1.714036972734013509e-03
1.588031250000000050e+01 5.134218192310710180e-03
1.590468750000000142e+01 1.708783219560882673e-03
1.592906250000000057e+01 3.412336804172840920e-03
1.595343749999999972e+01 0.000000000000000000e+00
1.597781250000000064e+01 3.401925402787111478e-03
1.600218750000000156e+01 0.000000000000000000e+00
1.602656250000000071e+01 1.695788670362701053e-03
1.605093749999999986e+01 1.693213440794951808e-03
1.607531249999999901e+01 0.000000000000000000e+00
1.609968750000000171e+01 1.688086375115027899e-03
1.612406250000000085e+01 1.685534468274339911e-03
1.614843750000000000e+01 3.365980530606719773e-03
1.617281249999999915e+01 0.000000000000000000e+00
1.619718750000000185e+01 0.000000000000000000e+00
1.622156250000000099e+01 1.675403532326785738e-03
1.624593750000000014e+01 1.672889798594862868e-03
1.627031249999999929e+01 1.670383596649402521e-03
1.629468750000000199e+01 1.667884892690315235e-03
1.631906250000000114e+01 4.996180959358368159e-03
1.634343750000000028e+01 1.662909844539113948e-03
1.636781249999999943e+01 1.660433433750523134e-03
1.639218750000000213e+01 1.657964387752380387e-03
1.641656250000000128e+01 1.655502673739385347e-03
1.644093750000000043e+01 1.653048259100779955e-03
1.646531249999999957e+01 1.650601111418913179e-03
1.648968750000000227e+01 0.000000000000000000e+00
1.651406250000000142e+01 0.000000000000000000e+00
1.653843750000000057e+01 1.643302948803943963e-03
1.656281249999999972e+01 1.640884548584953728e-03
1.658718749999999886e+01 0.000000000000000000e+00
1.661156250000000156e+01 1.636069040005100773e-03
1.663593750000000071e+01 0.000000000000000000e+00
1.666031249999999986e+01 0.000000000000000000e+00
1.668468749999999901e+01 0.000000000000000000e+00
1.670906250000000171e+01 0.000000000000000000e+00
1.673343750000000085e+01 1.624153023690423896e-03
1.675781250000000000e+01 0.000000000000000000e+00
1.678218749999999915e+01 0.000000000000000000e+00
1.680656250000000185e+01 0.000000000000000000e+00
1.683093750000000099e+01 0.000000000000000000e+00
1.685531250000000014e+01 0.000000000000000000e+00
1.687968749999999929e+01 0.000000000000000000e+00
1.690406250000000199e+01 1.607759265700757891e-03
1.692843750000000114e+01 0.000000000000000000e+00
1.695281250000000028e+01 0.000000000000000000e+00
1.697718749999999943e+01 0.000000000000000000e+00
1.700156250000000213e+01 1.598539140879535201e-03
1.702593750000000128e+01 0.000000000000000000e+00
1.705031250000000043e+01 0.000000000000000000e+00
1.707468749999999957e+01 0.000000000000000000e+00
1.709906250000000227e+01 0.000000000000000000e+00
1.712343750000000142e+01 0.000000000000000000e+00
1.714781250000000057e+01 0.000000000000000000e+00
1.717218749999999972e+01 0.000000000000000000e+00
1.719656249999999886e+01 0.000000000000000000e+00
1.722093750000000156e+01 0.000000000000000000e+00
1.724531250000000071e+01 0.000000000000000000e+00
1.726968749999999986e+01 0.000000000000000000e+00
1.729406249999999901e+01 0.000000000000000000e+00
1.731843750000000171e+01 0.000000000000000000e+00
1.734281250000000085e+01 0.000000000000000000e+00
1.736718750000000000e+01 1.564885685282071557e-03
1.739156249999999915e+01 0.000000000000000000e+00
1.741593750000000185e+01 0.000000000000000000e+00
1.744031250000000099e+01 0.000000000000000000e+00
1.746468750000000014e+01 0.000000000000000000e+00
1.748906249999999929e+01 0.000000000000000000e+00
1.751343750000000199e+01 0.000000000000000000e+00
1.753781250000000114e+01 0.000000000000000000e+00
1.756218750000000028e+01 0.000000000000000000e+00
1.758656249999999943e+01 0.000000000000000000e+00
1.761093750000000213e+01 0.000000000000000000e+00
1.763531250000000128e+01 0.000000000000000000e+00
1.765968750000000043e+01 0.000000000000000000e+00
1.768406249999999957e+01 0.000000000000000000e+00
1.770843750000000227e+01 0.000000000000000000e+00
1.773281250000000142e+01 0.000000000000000000e+00
1.775718750000000057e+01 0.000000000000000000e+00
1.778156249999999972e+01 0.000000000000000000e+00
1.780593749999999886e+01 0.000000000000000000e+00
1.783031250000000156e+01 0.000000000000000000e+00
1.785468750000000071e+01 0.000000000000000000e+00
1.787906249999999986e+01 0.000000000000000000e+00
1.790343749999999901e+01 0.000000000000000000e+00
1.792781250000000171e+01 0.000000000000000000e+00
1.795218750000000085e+01 0.000000000000000000e+00
1.797656250000000000e+01 0.000000000000000000e+00
1.800093749999999915e+01 0.000000000000000000e+00
1.802531250000000185e+01 0.000000000000000000e+00
1.804968750000000099e+01 0.000000000000000000e+00
1.807406250000000014e+01 0.000000000000000000e+00
1.809843749999999929e+01 0.000000000000000000e+00
1.812281250000000199e+01 0.000000000000000000e+00
1.814718750000000114e+01 0.000000000000000000e+00
1.817156250000000028e+01 0.000000000000000000e+00
1.819593749999999943e+01 0.000000000000000000e+00
1.822031250000000213e+01 0.000000000000000000e+00
1.824468750000000128e+01 0.000000000000000000e+00
1.826906250000000043e+01 0.000000000000000000e+00
1.829343749999999957e+01 0.000000000000000000e+00
1.831781250000000227e+01 0.000000000000000000e+00
1.834218750000000142e+01 0.000000000000000000e+00
1.836656250000000057e+01 0.000000000000000000e+00
1.839093749999999972e+01 0.000000000000000000e+00
1.841531249999999886e+01 0.000000000000000000e+00
1.843968750000000156e+01 0.000000000000000000e+00
1.846406250000000071e+01 0.000000000000000000e+00
1.848843749999999986e+01 0.000000000000000000e+00
1.851281249999999901e+01 0.000000000000000000e+00
1.853718750000000171e+01 0.000000000000000000e+00
1.856156250000000085e+01 0.000000000000000000e+00
1.858593750000000000e+01 0.000000000000000000e+00
1.861031249999999915e+01 0.000000000000000000e+00
1.863468750000000185e+01 0.000000000000000000e+00
1.865906250000000099e+01 0.000000000000000000e+00
1.868343750000000014e+01 0.000000000000000000e+00
1.870781249999999929e+01 0.000000000000000000e+00
1.873218750000000199e+01 0.000000000000000000e+00
1.875656250000000114e+01 0.000000000000000000e+00
1.878093750000000028e+01 0.000000000000000000e+00
1.880531249999999943e+01 0.000000000000000000e+00
1.882968750000000213e+01 0.000000000000000000e+00
1.885406250000000128e+01 0.000000000000000000e+00
1.887843750000000043e+01 0.000000000000000000e+00
1.890281249999999957e+01 0.000000000000000000e+00
1.892718750000000227e+01 0.000000000000000000e+00
1.895156250000000142e+01 0.000000000000000000e+00
1.897593750000000057e+01 0.000000000000000000e+00
1.900031249999999972e+01 0.000000000000000000e+00
1.902468750000000242e+01 0.000000000000000000e+00
1.904906250000000156e+01 0.000000000000000000e+00
1.907343750000000071e+01 0.000000000000000000e+00
1.909781249999999986e+01 0.000000000000000000e+00
1.912218749999999901e+01 0.000000000000000000e+00
1.914656250000000171e+01 0.000000000000000000e+00
1.917093750000000085e+01 0.000000000000000000e+00
1.919531250000000000e+01 0.000000000000000000e+00
1.921968749999999915e+01 0.000000000000000000e+00
1.924406250000000185e+01 0.000000000000000000e+00
1.926843750000000099e+01 0.000000000000000000e+00
1.929281250000000014e+01 0.000000000000000000e+00
1.931718749999999929e+01 0.000000000000000000e+00
1.934156250000000199e+01 0.000000000000000000e+00
1.936593750000000114e+01 0.000000000000000000e+00
1.939031250000000028e+01 0.000000000000000000e+00
1.941468749999999943e+01 0.000000000000000000e+00
1.943906250000000213e+01 0.000000000000000000e+00
1.946343750000000128e+01 0.000000000000000000e+00
1.948781250000000043e+01 0.000000000000000000e+00
